"gene","p"
"CPA2",0.165874931239268
"NTM",0.166134399848088
"SPP1",0.167337092953007
"HTRA1",0.167758578390992
"PCDHB10",0.167939792548935
"LRRTM1",0.1682849922679
"PCDHGB7",0.168403748935164
"CCL28",0.169175322446965
"C1QTNF3",0.169325031655916
"CRISPLD1",0.17102228110187
"AP005230.1",0.171538735699362
"JHY",0.171805805283604
"KLF12",0.172322344888839
"OMD",0.172559707235931
"VSTM4",0.173510799607241
"AMOTL1",0.173711050386651
"EYA4",0.173760921362627
"PTGER3",0.1741418812843
"GASK1B",0.175217320961903
"ZNF365",0.176858991764529
"OLFML2B",0.177413018262037
"SLC9A3R1",0.178200997120196
"GBP1P1",0.179014948125562
"TNFRSF13C",0.179242036984517
"LRRC2",0.180610490073417
"AC245100.4",0.180649662810692
"CYP2T3P",0.18068256882146
"NCF1",0.181306122517306
"SPOCD1",0.182798429918699
"MSRB3",0.183670914153696
"TMEM52B",0.183909587476509
"GLIS2",0.184474500812593
"SFRP4",0.184933277204341
"APOBEC3D",0.18496471430659
"PROX1",0.185083887101911
"FGF1",0.186237916508757
"CXCR6",0.186272629819988
"PCDHGA12",0.187550339928825
"MIR4280HG",0.187746543858299
"MIR503HG",0.188067736694084
"ERMN",0.188117416709867
"CXCL13",0.188466486764314
"AC009093.2",0.188810884777033
"PIEZO2",0.188966920937095
"GALNT13",0.189224877052419
"WHAMMP3",0.189548932408049
"IGKV6-21",0.190156507423229
"C20orf144",0.190790132499638
"NRXN3",0.190841943209287
"SCUBE3",0.192161587425805
"ADGRL2",0.19254371821238
"GJC1",0.193080729737109
"IGHV3-41",0.193160876787975
"BNIP3P11",0.195630928795006
"MEDAG",0.196600306657492
"RBMS1",0.196600787250247
"MYH10",0.197248013338444
"ATP5MC1",0.197891511175098
"TBX15",0.198812226160543
"SCHIP1",0.199055558622614
"TMEM61",0.199160307394509
"AC107021.2",0.199281227626809
"MAGI2-AS3",0.199398968208132
"AMIGO2",0.199535549319054
"KLHL4",0.199768548081728
"TSHZ2",0.200149287747954
"MMP14",0.201325045383973
"TGFBI",0.201611821128658
"AGTR1",0.201849690097534
"SPOCK2",0.203378663920498
"NEURL3",0.203612398017462
"LCN2",0.204779481708992
"P4HA3",0.205202105853624
"LARP6",0.20631449417545
"DSE",0.209074169349527
"LINC01579",0.211043978343168
"CACNB4",0.211518560693047
"ETHE1",0.214504919544061
"IQCA1",0.215415288444156
"TNN",0.217290433685866
"DPYSL3",0.217461728915609
"LTBP2",0.218515674734428
"AL021392.1",0.218900865211809
"C3orf80",0.220301877757679
"CXCL11",0.221169559338295
"COMP",0.221721461690171
"LINC01614",0.222366273426282
"CD109",0.223258779732554
"AVPR1A",0.223561962508813
"FCRLB",0.227133929046679
"PCP4",0.228527033451776
"OSBPL6",0.228896193454976
"PXDN",0.229020442777502
"LINC01811",0.229345935838507
"COL8A1",0.230037176424828
"FGF7",0.230541406888857
"PDLIM3",0.231173980618822
"KCND2",0.232200108268411
"IGKV1D-12",0.232270444196231
"PADI1",0.233032703393065
"PNMA8A",0.234573460393003
"HTRA3",0.235601751967381
"CLSTN2",0.235719140473198
"DTHD1",0.235993759629497
"APELA",0.236353749681092
"HHIPL1",0.238048940402776
"BX571818.1",0.238086973556381
"LCK",0.23887174705662
"NAP1L3",0.240293751665533
"SCARF2",0.240409230017575
"ST3GAL6-AS1",0.242564571676649
"SMARCA1",0.246252677798221
"SLC24A2",0.246694227002772
"GPRIN2",0.246894689573394
"FLRT2",0.248494053366228
"HLA-DOB",0.249849445529307
"COL4A1",0.249931072169418
"ADGRF5",0.251069204022247
"THBS2",0.251091003826841
"WWC2",0.251308853445605
