"gene","p"
"CYP2B6",0.6594921219594
"TMEM59L",0.659504373360466
"AK7",0.659579907957562
"SEC61A1",0.659597373992508
"SLC16A10",0.659701033725038
"MBD1",0.659819608758546
"PI4KB",0.659832795712544
"NPFFR1",0.659836168358327
"ZNF704",0.659853559509342
"OTC",0.660158294238081
"FGF22",0.660318404924678
"COG6",0.660326200449934
"FRMD8P1",0.660361037198459
"HOXD1",0.660371762860765
"DYNC1LI1",0.660404390681883
"SRP19 /// ZRSR1",0.660438084832969
"TCF15",0.660467921914586
"GNB2L1 /// SNORD95 /// SNORD96A",0.660482473347766
"LOC101060521 /// POLR3E",0.660530485536289
"RAPGEF4-AS1",0.660561625034009
"HBS1L",0.660694820364143
"NOP58",0.660706878694752
"LOC339622",0.660768033147893
"RGP1",0.660797162165653
"CCL23",0.660802404918331
"TOX4",0.660811473133302
"TUBB4BP7 /// TUBB4BP7",0.660876582454407
"LOC439951",0.661017024592015
"MRRF",0.661049966057951
"WWC2",0.661080725331331
"RP11-303E16.7",0.661106933983231
"AF289551",0.661238392966486
"CNOT7",0.661255958619447
"MYRFL",0.661387851396849
"TFDP1",0.661484831027478
"BRD3",0.661611845176685
"SSX2B",0.661790702949225
"PNMT",0.661807300781641
"PITX3",0.661880157173448
"DLK2",0.66201976960086
"RP11-119F7.5",0.662020832554538
"CAPSL",0.662059730142569
"GTF2E1",0.662102156616612
"LOC100996246",0.662148006622176
"ALDH16A1",0.662193854894558
"DCP1B",0.662202831364638
"DNAJC3",0.662366632769234
"LOC101929072 /// LOC285835",0.662446875615595
"HMGB1",0.662529280294058
"C10orf71-AS1",0.662552604636219
"RP3-384D21.2",0.662593093367668
"LRRC57",0.662647760478955
"ZNF440",0.662691460031556
"GNAI2",0.662701522800298
"TRAM2",0.662722805613582
"KIAA1549",0.662724066651098
"CYP4F30P",0.662760034007398
"FREM3",0.662770169403104
"AREG",0.662775272132853
"C7orf26",0.662789557601871
"CKAP2L",0.662825869887571
"FAM120AOS",0.662864618205173
"ABHD16B",0.662874071470761
"RARRES2",0.66290320646406
"GABRB3",0.662989215842296
"CPA1",0.663037830215037
"LOC100131691",0.663058986171475
"PFKL",0.663070088765063
"CXCL12",0.663143833153029
"MGLL",0.663177642336791
"TEX30",0.663196830210403
"AP1G2 /// JPH4",0.663247695170316
"ZNF547",0.663294720109047
"PPP3R2",0.663447926387128
"STIM2",0.663448815955381
"RP4-781L3.1",0.663453661184493
"DFFA",0.66351906611623
"MRPL19",0.663522658893924
"CEBPZ",0.663525093285528
"RASD1",0.663537821421066
"HIST1H1T",0.663540894677757
"FAM53C",0.663581675588386
"LINC00659",0.663610484561445
"RPS12",0.66368255591545
"EMC2",0.663714044236835
"PRG3",0.663789105478148
"C3orf62 /// MIR4271 /// USP4",0.663825745503437
"WASF2",0.663840832166178
"USP24",0.66388338483603
"GOLGA6A",0.66389473594475
"PIK3IP1",0.663920859048369
"PRKACA",0.663952580075655
"ISY1",0.664006693491102
"TMEM242",0.664015745642935
"FAM3A",0.664080072848929
"LOC101928571",0.664080404305235
"FOXO3 /// FOXO3B",0.664148428679721
"SLC25A43",0.664151523875824
"TMEM261",0.664162308836068
"IPO9",0.664179624548067
"KIRREL3",0.664183175409945
"PGAM1",0.664284014575182
"DOCK6",0.66437112352493
"LOC441601",0.664408558180029
"RP11-109D9.4",0.664459810666473
"MIR631 /// NEIL1",0.664491293265897
"IFITM10",0.664494635045422
"ZNF839",0.664557088323108
"TMEM235",0.664585024566401
"M6PR",0.664640051948456
"DKFZP434F142",0.664888725230097
"RNA45S5",0.664903508089504
"CPSF2",0.665266932638458
"DLL3",0.665300108669671
"RP11-700J17.2",0.665409159060681
"LOC100507537",0.665415408221201
"RP1-202O8.3",0.665416996505618
"RAD21",0.665436032444646
"LOC101928304",0.665441734963754
"LOC101927588",0.665507475428665
"PSG9",0.665564394268879
"C12orf40",0.665621414964496
"ZNF692",0.665630746569612
"FZD2",0.665632423408288
"CCDC18",0.665674723253597
"LOC100505622",0.665687288014347
"TRMT10B",0.665865490109023
"ZNF818P",0.6659284543383
"PAIP2",0.665954855068966
"GTF2IRD2",0.666054037099417
"KCNJ13",0.666056879504312
"NIFK",0.666077235515517
"SNTB2",0.666140239997853
"GPR65",0.66622437248511
"ZAK",0.666260497364779
"RCOR1",0.666263382328892
"H1FX-AS1 /// H1FX-AS1",0.666271124691847
"PRDX4",0.666323143068673
"SLC22A13",0.666353407803258
"MED1",0.6663749036763
"RNF8",0.666419556754755
"LYZ",0.666429800069445
"LOC101928207",0.666452600740684
"ADAM10",0.666474744253218
"GPR132",0.66650278455363
"POLD4",0.666612832876634
"ABCF3",0.666650410406959
"AZIN2",0.666710209969161
"AC006129.2",0.666724749312537
"DYNLT1",0.666756011086539
"LOC143188 /// VTI1A",0.666772731570997
"CARD14",0.666777199261856
"LOC439994 /// LOC642361",0.666828091664305
"IL23A /// TCRBV6S2A1N1T",0.666846176759961
"METTL21A",0.667042653523469
"S100PBP",0.667056890847351
"PPP2R4",0.667095080986075
"TIMM17B",0.667107585934751
"RP11-330O11.3",0.667348164048574
"PTP4A3",0.667400088215734
"KIAA1324L",0.667432834616771
"IL23A /// TCRBV10S1P /// TRBV21-1 /// TRBV21-1",0.66743468218612
"FMNL3",0.667452671746708
"TAF4B",0.667463100536916
"FBXL18",0.667497211174204
"LOC101928135",0.667521920056087
"LINC00837",0.667571996537755
"CTD-2350J17.1",0.667579087463154
"PLD6",0.667594461417032
"DCTN6",0.667736592968603
"KPNA6",0.667785083248653
"PAQR9",0.667906052544275
"METTL14",0.667916068441131
"MBD2",0.667926979416137
"PDE7B",0.668045429638095
"LOC101929025",0.668049968275472
"LOC100131756",0.668077050205444
"LINC01234",0.668082273418853
"C15orf57",0.668148131444914
"LOC102723722 /// NDUFA6-AS1",0.668166973106384
"AQP12A /// AQP12B",0.668190412496928
"ZRANB1",0.668195145778144
"NAT8 /// NAT8B",0.668312456205165
"ULK1",0.668317745063441
"AC008088.4",0.668394174189235
"ZZZ3",0.668424095649654
"IL3RA",0.668430671414062
"LOC101927869",0.668532288173679
"CCDC149",0.668602756637757
"RP1-179N16.6",0.668672425331876
"CAPN6",0.668693398003011
"AQP1",0.668793399587251
"ZNF260",0.668801566023057
"ZBED5",0.669041962182668
"OR5G1P /// OR5G1P",0.669102397163191
"TLR4",0.669139801897681
"SLITRK2",0.669217291182534
"IL20RA",0.669256902796827
"S100A13",0.669257039406561
"SLC39A12",0.66929876075727
"PRR7",0.669348893223566
"DPP10-AS3",0.669360641059028
"CREB5 /// LOC401317",0.669666853976493
"RP11-251G23.5",0.669737333926919
"PDXDC1",0.669760272652159
"DGCR14",0.66977769434606
"ACOT4",0.669866150961199
"MIR155 /// MIR155HG",0.669906036629249
"LOC101928703 /// MGC45800",0.670001092373738
"DDX60L",0.670087578502147
"LOC642236",0.670147514977733
"GYPB",0.670168001645767
"CCNY",0.670302209476783
"SAMD15",0.67031497141911
"CDKN2B-AS1",0.670432965894296
"EXOC4",0.670496366169426
"LOC100289230",0.670602849666497
"STAM",0.670624911923718
"SLC32A1",0.670674957128244
"HOXC12",0.670681690040536
"SRRD",0.670682462632147
"MATN4",0.670759921959684
"RTEL1",0.670803860571731
"BARX2",0.670884569781443
"PVR",0.670906298434069
"C2orf57",0.67093977914007
"RP11-45M22.5",0.670945282516723
"BC040311",0.671007961193795
"RP11-408I18.9",0.671019785020364
"LOC286189",0.671096727420233
"FAM72A /// FAM72B /// FAM72C /// FAM72D",0.671117356308792
"SAG",0.671156406314354
"CD8B",0.671216749738229
"LINC01351",0.67127942053747
"AK023627 /// TCTE3",0.671293731302611
"LINC00184",0.671317633079353
"LOC100506472 /// TAB1",0.671371595397519
"DYDC1",0.671373211504688
"RASL11A",0.671397174732263
"RP11-155O18.6",0.671409358162188
"S100A5",0.67145265015015
"RP11-353N14.2",0.671532746397272
"TOP2B",0.671623643554173
"BEGAIN",0.671670149962249
"CKAP5",0.671716190981339
"LOC101927719",0.671805356878379
"CTSD",0.671838805979399
"POLE4",0.671846073087519
"TMEM179",0.671899958174297
"LINC00327",0.671943948919186
"PART1",0.67195860566657
"FAM181A-AS1",0.671978476684259
"AMBRA1",0.671983286449936
"LOC101930150 /// NF1",0.672023209324123
"LAIR2",0.672034357978934
"TRIM45",0.672087133267232
"TBCE",0.672110577372303
"SMEK1",0.672210465087096
"KCNJ10",0.672221888993892
"LOC100129550",0.672339713735471
"ZNF559",0.672340969386394
"YBX1",0.672360273641005
"TMEM132D",0.672390143971986
"RHOA",0.672423093477389
"RP1-68D18.4",0.672490014076491
"GPD2",0.672500401717402
"CHD7",0.67251719908601
"RP11-174G6.5",0.672738663449242
"LOC439933",0.672740187523588
"ORC2",0.672761490090229
"CDC7",0.672830207861997
"AQP7 /// LOC100509620 /// LOC101930168",0.67286198092695
"LOC100506790",0.672886114894414
"STK31",0.672904684889404
"LOC102723390",0.672908742373465
"CEP135",0.672960078807368
"IL4I1",0.673016361686862
"CRYGN",0.673123249181751
"PRKACG",0.673161686553574
"GMFB",0.673324486301211
"SLC2A4RG",0.673477665923846
"HP /// HPR",0.67350868565841
"IQCH",0.673682398874452
"TMEM79",0.673709500748082
"RGS20",0.673732967258591
"KIAA1456",0.673765342591969
"SKP1",0.673898728615514
"KIAA1715",0.673964350057314
"HEXA-AS1",0.673976513720301
"LOC101928631 /// ZNF77",0.673998244752771
"LOC101929315",0.674057915358114
"RP5-1189K21.2",0.674077399467722
"AMPD3",0.674096006142222
"MLF1",0.674157459919412
"RGS7",0.674237017814856
"ADCY8",0.674244802791344
"KIF5B",0.674297263377196
"SLC6A6",0.674320170953846
"C21orf91-OT1",0.674390845899442
"LOC285819",0.674397567629022
"POU1F1",0.674403427985915
"ZXDB",0.674442975656285
"DCTN1-AS1",0.674490509993844
"UBR3",0.674546139426177
"LOC101928921",0.674550651106471
"PANX3",0.674624544901816
"PRDM5",0.67468624739808
"RASSF3",0.674693915785112
"CYP46A1",0.674716600412898
"FAM134C",0.674758068407849
"GNG12",0.674822027223367
"RANBP17",0.674922170771288
"R3HDML",0.674928878680361
"CENPB",0.674945529154044
"SYT17",0.67497949684798
"PLA2G4A",0.675061827706524
"RP11-490G2.2",0.675086512524032
"FLJ32154",0.675099938308235
"CACNG8",0.67522546736124
"LOC101926987",0.675242293687604
"CNOT6",0.675288255411991
"PRX",0.675329425111166
"ZNF615",0.675626215953561
"PRMT5-AS1",0.675626923534346
"EXOSC2",0.675628552446155
"TRAPPC13",0.675677733032199
"LOC101928014",0.675684177208363
"DPY19L2P4",0.675695540348387
"CAPN14",0.675711292794589
"GAB3",0.675748490049268
"ATP6V0E2-AS1",0.675763607969457
"CEP104",0.675962548064628
"ACTR1B",0.675980332510593
"PWRN2",0.676073336969497
"FLG2",0.676141700012918
"DNMT1",0.676181208873729
"SCIMP",0.676188638558721
"HORMAD1",0.67621941689736
"FAM19A4",0.676267018284004
"LINC00298",0.676280487691087
"SCAF8",0.676300527779786
"EFCC1",0.676304099239485
"AKAP8L",0.676370041448063
"RP11-67L3.4",0.676414036514892
"CNOT2",0.676482712370691
"RPL6",0.676549965731269
"YWHAE",0.676698383369572
"LOC729291",0.676729470343413
"UNC45A",0.676768236180171
"INPP5F",0.676882259105087
"TBX1",0.676894552077787
"RPS11",0.676913845518097
"RAPH1",0.676929246300364
"SHISA7",0.676989736175437
"LOC102723886",0.677229608413866
"IGHV3-54",0.67743656124567
"VGF",0.677470130331052
"MTUS1",0.677574142434757
"INGX",0.677581433497439
"LINC00652",0.677652327374347
"PVRL3-AS1",0.677668480926865
"MGC15885",0.677679954606188
"ABCA8",0.677744913307585
"COL4A5",0.677812798004396
"UBXN1",0.677813363700706
"RP11-369C8.1",0.677966728391823
"SNX22",0.678249179002626
"MLH1",0.678332362906816
"SPTB",0.678388515112769
"GFRA1",0.678441796619582
"MAGT1",0.678444751578136
"ZFP14",0.678470358515604
"ARHGAP21",0.678481850966599
"NKX2-8",0.678513195884077
"PRKCB",0.678520736593229
"CALB1",0.678534957361837
"ATP1B2",0.678564345986409
"YY1",0.678669072670975
"AMHR2",0.67869230726959
"FLT3LG",0.678717846110469
"PPIEL",0.678760849330414
"TSPY1 /// TSPY10 /// TSPY3 /// TSPY4 /// TSPY8",0.679013199557512
"HIST1H2BH",0.679027323849935
"KCNK17",0.679069721959909
"CADM3-AS1",0.67909079522757
"EXOC2",0.679167683010267
"TBC1D2",0.679195064273542
"MEIS3P1",0.679338093568392
"BPNT1",0.67934573835217
"C8orf44 /// C8orf44-SGK3 /// SGK3",0.679521193880831
"ZNF334",0.679531677582566
"FAM182A /// FAM182B /// FAM27B /// FAM27C",0.679555349448226
"LOC100289061",0.679577649198993
"FAIM2",0.679610366017306
"SNAI1P1 /// SNAI1P1",0.679617718348785
"PITPNA-AS1",0.679620040607188
"LINC00102",0.679632297539695
"SULT1E1",0.679681079362344
"SERINC3",0.679704967169811
"RPL15",0.679733031639947
"ZMAT5",0.679769969919442
"GTF3C6",0.679816520228001
"UCN2",0.679832018757252
"PIK3R5",0.679887118447768
"KIAA1731",0.679922153954328
"APLNR",0.679941971427623
"NLRP10",0.679970232842987
"MAP4K1",0.679988398371137
"SRGAP1",0.68000856208272
"LOC389332",0.680008779525996
"LOC100507033",0.680030774295551
"MGC16142",0.680080297117577
"LOC102724612",0.680108119921039
"LTN1",0.680122851982682
"POU3F1",0.680192726339905
"C16orf87",0.680216437743779
"NAA16",0.680347142415344
"WDR19",0.680441556357861
"LINC01141",0.6808042997603
"HKR1",0.68084458860712
"XCR1",0.680877313063523
"LOC101927809",0.680894427118223
"CHST4",0.681115531033495
"TUSC8",0.68117077043834
"SRMS",0.681266666857915
"LIN9",0.681305641211446
"PBRM1",0.68135489677799
"ADSSL1",0.68141806929386
"KIAA0355",0.68147439746376
"ZFP30",0.681547449119734
"COL4A6",0.681586426182494
"LINC00923",0.681779823139562
"SLC2A9",0.681786352809929
"LOC101927907",0.681791180734482
"GIT2",0.681838525557016
"PACSIN1",0.681865935264052
"FOXG1",0.681878406820129
"USP53",0.681904883272257
"GABRA1",0.681908175548808
"SUCNR1",0.682020002250367
"LINC00173",0.682027369492193
"PTOV1",0.682062412545387
"MED17",0.682102467228812
"LOC646903",0.682120959469709
"TESPA1",0.682156953330438
"SHC3",0.682312221733147
"KIR2DL2",0.682391091047057
"TMED2",0.682649777066408
"C6orf10",0.682766599179094
"AMH /// MIR4321",0.682818185713622
"LOC653581",0.682861642628349
"BRD7",0.682865144845737
"HEATR1",0.682872401020848
"OR51B4",0.68305074962094
"EPOR",0.68312297145687
"ROBO3",0.683136610104942
"OCIAD2",0.683169222284748
"SCGB2A2",0.683170716262603
"CHKB-AS1",0.683212050437621
"LINC01300",0.683264835834401
"RP11-263K4.3",0.683268282934431
"NEU2",0.683396749997929
"SDHD",0.683581910170154
"ARPC5L",0.683632079207022
"APBB3 /// MIR6831",0.683639484869115
"KIR2DL1 /// KIR2DL2 /// KIR2DL3 /// KIR2DS1 /// KIR2DS2 /// KIR2DS4",0.683641348919621
"NR1I3",0.683652991528324
"ZNF428",0.683688624287406
"DPH3P1",0.683759686443086
"JAK3",0.683864080505169
"LOC102723493",0.683879782840262
"SURF4",0.683959906075482
"CES5A",0.683976987412574
"CADM4",0.684031227303066
"MAGEF1",0.68420565130765
"PLXDC1",0.684233419776797
"LOC100128176",0.684266609614115
"TCRA /// TCRVA13 /// TRAV22 /// TRAV22",0.684299916436496
"CYP4B1",0.684331297221046
"GABBR2",0.684376667956378
"SPATA24",0.684446212190172
"KIR2DL4",0.684569122020159
"CPA6",0.684636753839086
"PLEKHF2",0.684637319809253
"GTSF1",0.684706151895329
"AQR",0.684767050213068
"LOC101929144",0.684805079496978
"YARS",0.684840511302693
"CTAGE5",0.685011443016088
"LOC646268",0.685044512088742
"SNX32",0.685056646582383
"LOC286149 /// MIR3150A /// MIR3150B",0.685144974587387
"TTYH3",0.685178619292353
"LOC100134317 /// LOC284412",0.685258281205928
"ZC2HC1C",0.685343046402193
"NANOG",0.685346447714844
"TMEM232",0.6853570119498
"DIRAS3",0.685439121580984
"ARF6",0.68556832140738
"FPR3",0.68567450482004
"TRIM32",0.685782629415437
"LINC01107",0.685784409867305
"CSMD2-AS1",0.685823658538339
"RPN1",0.685887841632943
"DARS",0.685892111549965
"PIR",0.685926501164807
"SGTB",0.685990624672803
"NCOA6",0.68606592487403
"RP1-28C20.1",0.686099256468293
"ECHDC2",0.686153868120799
"TAF15",0.686208383508721
"LOC101927734",0.686302183935792
"PRDM9",0.68631346387886
"SCAMP1",0.686355934528178
"TEX37",0.686378375230816
"HEIH",0.686397336192119
"DYNC2LI1",0.686403933559827
"WFDC11",0.686439421962863
"CDH24",0.686471408924163
"LOC148709",0.686705885468433
"LHX4-AS1",0.686740103513814
"ATP13A4-AS1",0.686938979384984
"LOC100134937",0.686943001803873
"PIGQ",0.686979058183422
"TSPYL1",0.686998948811316
"DTD1",0.687027179031811
"PRKCH",0.687068559541393
"KLHL34",0.687172989037255
"MYBPC3",0.687311892869932
"SPO11",0.687404370840408
"LOC729683",0.687452870632888
"DTHD1",0.687464544326753
"SLC25A16",0.687516235132234
"RAB33A",0.687536084358839
"MATN1-AS1",0.687583246047284
"C14orf28",0.687591222557466
"GPR32",0.687666086129806
"MAPK6",0.687824017719329
"DSCAM",0.687996387823891
"TCAP",0.688029034132396
"IRAK2",0.688062377522401
"RP3-334F4.1",0.688070166812466
"ACTN2",0.688100520868475
"ROR2",0.688103114758721
"BTBD2",0.688104463731711
"TCEB1",0.68812112710609
"CKAP4",0.688158631344879
"AP2A2",0.688205432650644
"GTF2H4",0.688213864955016
"PRDM13",0.688352883122089
"RASSF7",0.688372090232848
"PRKAA1",0.688413870565351
"SLC27A3",0.68847790557189
"TEX26",0.688512853945064
"RTN4RL2",0.688524890897611
"WNT5A",0.688565027928212
"COL7A1",0.688616916249923
"PARN",0.688766157832487
"TEP1",0.688895358516672
"ACYP1",0.688996910990273
"GRM1",0.689048145693532
"SLCO2B1",0.689058745137946
"NCOR1",0.68909906412254
"XKR6",0.689149602615956
"TEX40",0.689194517532944
"PLCH2",0.689225366664473
"CD86",0.689228922452382
"KRTAP2-1 /// KRTAP2-2",0.68924498114604
"YTHDF3",0.689265068502568
"MED14",0.689351077885435
"LOC145678",0.689514794447106
"PRSS33",0.68951817435112
"PSEN2",0.689529564596637
"FAM8A1",0.689576040769125
"ARHGEF37",0.689653373937723
"ZNF826P",0.689815939116243
"GNRHR",0.68982958379362
"TUSC5",0.689906889613974
"KRBOX1",0.689975192401085
"LOC101927675",0.690101244810219
"TMEM194B",0.690125419611354
"LOC101928539",0.690198246378237
"CALY",0.690231190050268
"FAM95A",0.690318135040789
"RP11-774O3.1 /// RP11-774O3.2",0.690323135024753
"LOC100505978",0.690328737736787
"LOC146880",0.690353568364851
"ZNRF4",0.690437851231378
"PLAC9",0.690441998707827
"ST3GAL3",0.690487149336968
"OMA1",0.690488590507833
"ZNF16",0.690524161479909
"ZNF549",0.690532015449488
"SRGAP3",0.690577257778051
"RP11-650K20.3",0.690594591408916
"SPTA1",0.690822732043817
"LINC00682",0.690879759451672
"SRSF7",0.691027139200483
"FAM43A",0.691032205814312
"RP11-549J18.1",0.691035841299456
"EPHA5-AS1",0.691118732754053
"NPPA",0.691146308913412
"LOC494150",0.691167059243753
"LINC01069",0.691170017832103
"CD22",0.691174581244161
"TBC1D2B",0.69117838116474
"CACNB4",0.691215700430885
"LOC102723927",0.691281493527282
"PER4",0.69129470861383
"C7orf57",0.691347078040307
"TRIM52",0.691476214099139
"SPTLC1",0.691537800227328
"RP11-108P20.4",0.691822036540617
"ARMC12",0.691839303496828
"MED13",0.691873010116156
"GKN2",0.691973744342404
"NELL2",0.692037825302449
"DDX5",0.692096198722797
"TRIM67",0.692152520252684
"MTERF3",0.692159485000026
"CD207",0.692177031554348
"TYMP",0.69222070373103
"HIATL2",0.692296015172667
"FKBP9",0.692340241017254
"KLC4",0.692341158784718
"C5orf45",0.692368370782634
"LOC284950",0.692370475343779
"KLF13",0.692401745863727
"LOC102467079",0.692422595240117
"KRT9",0.692461306485514
"SPOCK3",0.692473042897254
"CRTAM",0.692480264202877
"LOC100996404",0.692543741208194
"HERC2",0.692544747955416
"RPL29P7 /// RPL29P7",0.692597486320137
"MSH3",0.692687909459551
"SCGB2B2",0.692694608469751
"PFKFB2",0.692831862762822
"FLJ38717",0.692866992299787
"BRD1 /// LOC90834",0.692869387221924
"LOC102724975",0.692882602330974
"LOC100289058",0.692889381440457
"CPSF1",0.692897224645372
"LTA",0.692920885728679
"ZNF346",0.693022020016258
"BC039122",0.693069913796808
"ETNPPL",0.693077342665279
"C8orf76",0.693120320430783
"KIAA0485",0.693141260406747
"BGLT3",0.693157772015407
"NXT2",0.693180828932503
"OR5P2",0.693219655570584
"CTSK",0.69326462923823
"PTPLA",0.693394769075355
"ARHGEF15",0.693416409207438
"DDX53",0.693510851487105
"FLII",0.69353946318334
"CD2AP",0.693617960301229
"PCDH1",0.693758763164336
"LINC00939",0.693818197823969
"LINC00845",0.693857493244679
"CPSF7",0.69391343117564
"C2orf83",0.693936973568792
"MCEE",0.693962868331689
"NPCDR1",0.693990087008564
"OR51I1",0.693998591862296
"UCN",0.694011613344803
"CHRM1",0.694041097920031
"EPHA1",0.694121040287914
"SLC2A1-AS1",0.694139548078345
"RP11-1151B14.3",0.694402096124
"C15orf61",0.69449652616611
"LOC100506076 /// LOC100506123",0.694544638095907
"DLX4",0.6945607538681
"GYPE",0.694569114062196
"RP11-1L12.3",0.6946707092202
"MURC",0.694754306051241
"SIRPD",0.694835644443551
"LINC00051",0.694947106107617
"LOC440028",0.695019651581805
"ARHGDIB",0.695030200460681
"LOC101928401",0.695069772871965
"FAM167A",0.69516522316419
"ZFC3H1",0.695198602256123
"BC038755 /// PRKRIRP5 /// PRKRIRP5",0.695204437418234
"MSL2",0.695222912959787
"FREM2",0.695319486665125
"RFPL2",0.695382028354176
"RAP1A",0.695431180621581
"MZT2B",0.695466346546771
"PYROXD2",0.695480570674144
"LOC101927668 /// MACC1",0.695561513523447
"HIST1H3G",0.695598222546325
"FAM221A",0.695611175255055
"PLXNA2",0.695619767465794
"ATN1",0.695635758691441
"ARMC4",0.695679785567397
"VANGL1",0.695689517080481
"WDR65",0.695769025398567
"TBC1D5",0.695809283968689
"MAL",0.695866599656704
"KIAA1958",0.695893161752522
"ARHGAP5-AS1",0.696002681355589
"IFI30 /// PIK3R2",0.69603935680678
"PHF21B",0.696043944136422
"AGAP2-AS1",0.696098972699924
"C22orf39",0.696110837172876
"GOLGA7B",0.696262897544979
"NR5A1",0.696350742737447
"ENO1-AS1",0.696491784177459
"TMCO2",0.696573782491401
"VEZT",0.6965925695008
"ICAM1",0.696597185043034
"ZNF175",0.696609352012982
"CTD-2130O13.1",0.69667215153562
"GALNT10",0.6966939180516
"KLHDC7A",0.696714600387265
"TRPM1",0.696755612956972
"NBPF4",0.696762151338524
"AC087501.1",0.696768823143051
"CALML3",0.696801775976597
"FAM209B",0.696842347248011
"RP11-753D20.4",0.696855578742137
"LOC101927592",0.696855875891504
"LRRC23 /// RPL13P5",0.696882606019935
"CD81-AS1",0.696891361415917
"AP000473.8",0.696895363154116
"CASC1",0.696958892254255
"SPSB4",0.696964708538411
"RNF141",0.697045714465369
"IBTK",0.697059596405634
"FAM107B",0.697138680007376
"LOC647323",0.697206345486968
"MGAT1",0.697277078947744
"LINC00930",0.697304775156797
"SSTR3",0.697320330990765
"LOC100132167",0.69734883314012
"CYP11A1",0.697436364976538
"ST3GAL4",0.697568726237051
"TMEM192",0.697568970632577
"TNFSF15",0.697632046146961
"CARD8",0.697676245107396
"GCFC2",0.697712193949891
"COMMD5 /// LOC101928879 /// ZNF250",0.69777259613477
"ZNF140",0.697783441458479
"GBP5",0.69786147210828
"COLCA2",0.697923903372969
"ATP13A5",0.69800144866485
"ICE2",0.698067456732332
"IFITM3",0.698069636202417
"ATXN1L",0.698099606645355
"PRR32",0.698111500344173
"AX747031",0.698132309930496
"NIPAL2",0.698142602962213
"TSPAN5",0.698173885276718
"RAP1GDS1",0.698315939079805
"YAF2",0.698450622605583
"LILRA5",0.698463487378236
"LOC100506083",0.698470534483334
"ANKRD11",0.698517883124047
"LINC00472",0.698588226395457
"CD44",0.698663539808121
"DLG4",0.698704491801157
"GABRG1",0.698708142095044
"FAM58A",0.698757874324402
"LPCAT1",0.698802175378594
"SLC52A3",0.698834553374273
"LOC285889",0.698861504879317
"ODF2",0.698895809556118
"SNX6",0.698949638718983
"CD38",0.698982830998255
"HSPA8 /// SNORD14C /// SNORD14D",0.699000871883646
"LOC100129129",0.699006752938134
"LOC284898",0.699033827493122
"ALKBH8",0.699035566284396
"LOC100131347",0.699062682718348
"LOC102723954 /// MESDC2",0.699068446961704
"CCDC159",0.699110439142542
"PSG1",0.699111546505461
"AZGP1P1 /// RP4-604G5.3",0.699118278491516
"FAM114A1",0.699195654840109
"PANX2",0.699229699800607
"LRRC14",0.699280520783252
"HRC",0.699316779957748
"PFN2",0.699328136360074
"DCAF12L1",0.699336427335152
"MVD",0.699345473997548
"FAM189A1",0.699385305634854
"CIPC",0.699411976802897
"CBLN4",0.699535466384948
"CRLF3",0.699573892757635
"AKT2",0.699581708731092
"LINC01260",0.699634994299732
"LOC100129069",0.699647936176815
"GRIN2D",0.699693321919879
"ZFAND5",0.699751581759963
"DAZ1 /// DAZ2 /// DAZ3 /// DAZ4",0.699876691527915
"RP11-399E6.1",0.699914908790224
"SERPINA12",0.699989054557009
"RP11-471M2.3",0.700020268794033
"CC2D2A",0.700128310491203
"STXBP5-AS1",0.700260969697388
"KIAA1652",0.700301434525914
"MED12",0.70034870111002
"KCNJ14",0.700354505530233
"LOC100506107",0.700366771573214
"IGSF1",0.700381199753534
"CCDC112",0.700441408439748
"HSD3B1",0.700475757589368
"UBE2G2",0.700492276375125
"LRRK1",0.700516143457836
"PARVB",0.700519583643281
"SYT15",0.700522221676498
"NLRX1",0.700531118124873
"DKC1 /// MIR664B /// SNORA56",0.700637519753206
"SMCR8",0.700788217385393
"SPATA6L",0.70083132726014
"MAGOHB",0.700837770858387
"AGPS",0.700862261149104
"TTLL1",0.700959703601611
"C12orf56",0.701001761778869
"FRMD3",0.701011335609829
"ITPKC",0.701042999468004
"LINC01225",0.701102160765352
"ZFP3",0.701173710566983
"KDM6A",0.701213840313492
"DEFB125",0.701275155115724
"LOC101929078",0.701365261037986
"IL10RB",0.701392334109075
"RP11-384L8.1",0.701414140470117
"KDELR3",0.701417897390369
"ADH4",0.701419733480074
"LINC00467",0.701443673667119
"IRF6",0.701475689676267
"NUP62CL",0.70162627457779
"JAKMIP1",0.701768201317718
"RP11-496I2.2",0.701814724553547
"MT1H",0.701881136467513
"IDH3G",0.701881573498692
"ERAP2",0.701942164830985
"PAK1IP1",0.701962367775961
"PRDM16",0.702164775098287
"NPY",0.702193191486481
"LOC100506530",0.702297627737193
"BC036261 /// GS1-18A18.2",0.702360692280167
"USP27X-AS1",0.702397164931213
"HSD17B2",0.70242378130833
"FLJ13224",0.702434016057597
"UROD",0.702585224874121
"RP11-5C23.1",0.702644096391438
"C10orf53",0.702663534970358
"UVRAG",0.702669437490811
"CCR9",0.702687923625
"XCL1 /// XCL2",0.702725148547618
"LOC101928185",0.702740274235024
"PUM1",0.702750371419119
"MFSD7",0.702793229640983
"ZNF75D",0.702958067958693
"ZNF280B",0.702959159070918
"BMP8A",0.702976217273277
"NAV2-AS2",0.702999435893383
"SRPK3",0.703002882670273
"ARPC4 /// ARPC4-TTLL3 /// TTLL3",0.703018105159627
"TRAPPC12",0.703121083746883
"FBXO36",0.703169106459496
"SLC24A3",0.703262035281719
